title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Lose My Self,tt2518294,2014,Maria Schrader,Female,Germany,professor
The Manny,tt4201004,2015,Matthias Schweighöfer,Male,Germany,industrialist
Highway to Hellas,tt4766604,2015,Christoph Maria Herbst,Male,Germany,employee
Whispers Behind the Wall,tt3180572,2013,Vincent Redetzki,Male,Germany,responsible
Ivan the Terrible,tt3794068,2014,Erik Schäffler,Male,Germany,narrator
Black Panther,tt2905856,2014,Lucy Wirth,Female,Germany,leader
Die schwarzen Brüder,tt1853544,2013,Fynn Henkel,Male,Germany,sweeper
A Faithful Husband,tt2939804,2014,Matthias Brandt,Male,Germany,newspaper
Systemfehler - Wenn Inge tanzt,tt2446786,2013,Tim Oliver Schultz,Male,Germany,guitarist
Daughters,tt2188220,2014,Corinna Kirchhoff,Female,Germany,teacher
West,tt2476552,2013,Jördis Triebel,Female,Germany,dr.
Zurich,tt3229936,2013,Liv Lisa Fries,Female,Germany,restaurant
Till Eulenspiegel,tt3797716,2014,Jacob Matschenz,Male,Germany,burgomaster
To Life!,tt3831366,2014,Max Riemelt,Male,Germany,singer
Sommer in Rom,tt3206832,2013,Thomas Heinze,Male,Germany,newspaper
Summer Solstice,tt3526924,2015,Jonas Nay,Male,Germany,railway worker
Die abhandene Welt,tt3790172,2015,Katja Riemann,Female,Germany,singer
The Curse of Doctor Wolffenstein,tt2662808,2015,Mika Metz,Male,Germany,doctor
The Beautiful Spy,tt2186574,2013,Valerie Niehaus,Female,Germany,prostitute
Tempo Girl,tt2336880,2013,Florentine Krafft,Male,Germany,vendor
Dienstbereit - Nazis und Faschisten im Auftrag der CIA,tt4758818,2013,Till C. Hagen,Male,Germany,narrator
Elly Beinhorn - Alleinflug,tt3162066,2014,Vicky Krieps,Female,Germany,aviator
Die Hochzeit meiner Schwester,tt3676040,2014,Chiara Schoras,Female,Germany,executive
Frei,tt2481102,2014,Ken Duken,Male,Germany,dr.
Caligari - Wie der Horror ins Kino kam,tt3898470,2014,Martin Engler,Male,Germany,narrator
Ein Sommer in Amalfi,tt2784246,2013,Ann-Kathrin Kramer,Female,Germany,editor
Das Dorf des Schweigens,tt4942332,2015,Petra Schmidt-Schaller,Female,Germany,doctor
Inbetween Worlds,tt3032028,2014,Ronald Zehrfeld,Male,Germany,soldier
Die Krone von Arkus,tt4650410,2015,Lukas Jantzen,Male,Germany,queen
00 Schneider - Im Wendekreis der Eidechse,tt2416424,2013,Helge Schneider,Male,Germany,dr.
Willa,tt4022910,2015,Karoline Schuch,Female,Germany,king
The Snow Queen,tt3744880,2014,Flora Thiemann,Female,Germany,coach
Worst Case Scenario,tt3660684,2014,Eva Löbau,Female,Germany,designer
Mord in Eberswalde,tt2374308,2013,Ronald Zehrfeld,Male,Germany,commissioner
God of Happiness,tt1817294,2015,Lasha Bakradze,Male,Germany,actor
Sternstunde ihres Lebens,tt3301232,2014,Iris Berben,Female,Germany,lawyer
Dissonance,tt4242936,2015,Roland Schupp,Male,Germany,pianist
Vanessa,tt3449560,2015,Marion Mitterhammer,Female,Germany,singer
The Forbidden Woman,tt3315068,2013,Alexandra Neldel,Female,Germany,photojournalist
Ich will mich nicht künstlich aufregen,tt3471498,2014,Sarah Ralfs,Male,Germany,curator
Die Kleinen und die Bösen,tt3863140,2015,Christoph Maria Herbst,Male,Germany,probation officer
Am Ende des Tages,tt2425746,2014,Julia Koschitz,Female,Germany,lawyer
Two Faces,tt5288336,2014,David Brückner,Male,Germany,player
Damned on Earth,tt2317032,2014,Gerrit Reinecke,Male,Germany,official
Like a Cast Shadow,tt4211916,2015,Anne Ratte-Polle,Female,Germany,architect
Und dann kam Wanda,tt5742352,2014,Hannes Jaenicke,Male,Germany,building contractor
Mein gebrauchter Mann,tt5082350,2015,Christiane Paul,Female,Germany,editor
Leberkäseland,tt4063826,2015,Neda Rahmanian,Female,Germany,activist
"Opa, ledig, jung",tt4601458,2015,Steffen Groth,Male,Germany,career
Der Bankraub,tt4877674,2015,Franz Dinda,Male,Germany,director
Richard & Gilbert,tt8489020,2015,Asad Schwarz,Male,Germany,narrator
Klinik unter Palmen,tt3182372,2014,Alexandra Neldel,Female,Germany,dr.
Helmut Schmidt - Lebensfragen,tt3431102,2013,Ludwig Blochberger,Male,Germany,chancellor
Atomic Blonde,tt2406566,2017,Charlize Theron,Female,Germany,executive
Personal Shopper,tt4714782,2016,Kristen Stewart,Female,Germany,supermodel
Toni Erdmann,tt4048272,2016,Sandra Hüller,Female,Germany,career
Taste of Life,tt7790498,2017,Antje Mönning,Female,Germany,narrator
Wild Oats,tt1655461,2016,Shirley MacLaine,Female,Germany,miller
On the Beach at Night Alone,tt6412864,2017,Kim Min-hee,Female,Germany,actress
The Young Karl Marx,tt1699518,2017,August Diehl,Male,Germany,writer
3 Days in Quiberon,tt6463494,2018,Marie Bäumer,Female,Germany,actress
Luna's Revenge,tt5089068,2017,Lisa Vicari,Female,Germany,agent
The Cakemaker,tt4830786,2017,Tim Kalkhof,Male,Germany,baker
Königin der Nacht,tt5994792,2017,Silke Bodenbender,Female,Germany,farmer
The Most Beautiful Couple,tt6824598,2018,Luise Heyer,Female,Germany,teacher
Marie Curie: The Courage of Knowledge,tt5705058,2016,Karolina Gruszka,Female,Germany,physicist
Styx,tt5942864,2018,Susanne Wolff,Female,Germany,doctor
The Most Beautiful Day,tt5154896,2016,Florian David Fitz,Male,Germany,pianist
Verführt - In den Armen eines Anderen,tt5977826,2016,Isabell Gerschke,Female,Germany,career
Paula,tt5029668,2016,Carla Juri,Female,Germany,painter
Paradise,tt4551318,2016,Yuliya Vysotskaya,Female,Germany,officer
Shiverstone Castle,tt5048716,2016,Maurizio Magno,Male,Germany,attendant
Ein Sommer auf Lanzarote,tt5077854,2016,Christina Hecke,Female,Germany,engineer
24 Weeks,tt5369484,2016,Julia Jentsch,Female,Germany,cabaret artist
Lost Ones,tt6887162,2018,Maria Dragus,Female,Germany,carpenter
Marija,tt4539140,2016,Margarita Breitkreiz,Female,Germany,worker
Gut zu Vögeln,tt4949254,2016,Anja Knauer,Female,Germany,reporter
Fado,tt4131594,2016,Golo Euler,Male,Germany,doctor
Ein Sommer auf Sizilien,tt5834828,2016,Henriette Richter-Röhl,Female,Germany,wine merchant
Deadly Leaks,tt5680454,2016,Nina Kunzendorf,Female,Germany,journalist
Offline: Are You Ready for the Next Level?,tt5351044,2016,Moritz Jahn,Male,Germany,gamer
Phantompain,tt7753296,2018,Daniel Littau,Male,Germany,fisher
Disorientation Is Not a Crime,tt5420526,2016,Nina Kronjäger,Female,Germany,journalist
Ein Fisch namens Liebe,tt7029770,2017,Christiane Paul,Female,Germany,doctor
The Egtved Girl,tt12064738,2018,Claudia Baittinger,Male,Germany,biologist
Veras Mantel,tt5113868,2017,Lea Faßbender,Female,Germany,writer
Fritz Lang,tt5520618,2016,Heino Ferch,Male,Germany,director
So viel Zeit,tt5970928,2018,Jan Josef Liefers,Male,Germany,teacher
Eva über Bord,tt6398190,2017,Julia Hartmann,Female,Germany,newspaper
La Cicciolina. Godmother of Scandal,tt6181534,2016,Ilona Staller,Female,Germany,actress
A Different Set of Cards,tt5462468,2016,Jutta Dolle,Female,Germany,salesman
Strawberry Bubblegums,tt5183610,2016,Gloria Endres de Oliveira,Female,Germany,actress
Back for Good,tt5339226,2017,Kim Riedle,Female,Germany,career
Deadly Leaks 2,tt6519652,2017,Nina Kunzendorf,Female,Germany,journalist
For My Daughter,tt6836400,2018,Dietmar Bär,Male,Germany,pharmacist
Liebmann,tt5144374,2016,Godehard Giese,Male,Germany,teacher
Under the Family Tree,tt5879912,2017,Stephanie Amarell,Female,Germany,therapist
The Milan Protocol,tt5749698,2017,Catrin Striebeck,Female,Germany,doctor
Reeperbahn,tt3845730,2016,Lisa Katharina Volk,Male,Germany,prostitute
Operation Zucker - Jagdgesellschaft,tt5353326,2016,Nadja Uhl,Female,Germany,inspector
Cecelia Ahern: Dich zu lieben,tt6876946,2018,Jessica Ginkel,Female,Germany,restorer
Der Richter,tt6876982,2018,Heino Ferch,Male,Germany,dr.
Love in Persian,tt7350876,2018,Felix Klare,Male,Germany,teacher
Getrieben,tt8567324,2018,Ulrike C. Tscharre,Female,Germany,psychologist
Do You Sometimes Feel Burned Out and Empty?,tt6029146,2017,Lina Beckmann,Female,Germany,counselor
Geography of the Heart,tt4565226,2016,Clemens Schick,Male,Germany,actress
Seven Hours,tt7747332,2018,Bibiana Beglau,Female,Germany,psychotherapist
Zweibettzimmer,tt5834862,2017,Anja Kling,Female,Germany,cardiologist
Morbach Monster Terror,tt6668070,2017,Ferry Kaupisch,Male,Germany,scientist
Ostfriesenblut,tt9345258,2018,Christiane Paul,Female,Germany,superintendent
Ava,tt7021436,2017,Caroline Dorzweiler,Male,Germany,gymnast
Jetzt.Nicht.,tt6343158,2017,Godehard Giese,Male,Germany,manager
Ein Sommer in Florida,tt5172236,2016,Suzanne von Borsody,Female,Germany,biologist
Lass uns abhauen,tt7268548,2018,Sebastian Urzendowsky,Male,Germany,physicist
Die Konfirmation,tt4241264,2017,Ulrike C. Tscharre,Female,Germany,worker
Am Abend aller Tage,tt6014258,2017,Kim Bormann,Male,Germany,receptionist
Ausgerechnet Sylt,tt7512052,2018,Katja Studt,Female,Germany,lifeguard
Cecilia Ahern: Ein Moment fürs Leben,tt5863122,2018,Julia-Maria Köhler,Female,Germany,career
Die Anfängerin,tt6032566,2017,Ulrike Krumbiegel,Female,Germany,dr.
A Hidden Life,tt5827916,2019,August Diehl,Male,Germany,farmer
Blood Red Sky,tt6402468,2021,Peri Baumeister,Female,Germany,doctor
I'm Your Man,tt13087796,2021,Maren Eggert,Female,Germany,employee
France,tt9714030,2021,Léa Seydoux,Female,Germany,journalist
Undine,tt11617052,2020,Paula Beer,Female,Germany,historian
And Tomorrow the Entire World,tt7716120,2020,Mala Emde,Female,Germany,activist
Monster Family 2,tt15096796,2021,Emily Carey,Female,Germany,hunter
The Operative,tt8000718,2019,Diane Kruger,Female,Germany,agent
System Crasher,tt8535968,2019,Helena Zengel,Female,Germany,trainer
The Last Execution,tt11460512,2021,Lars Eidinger,Male,Germany,dr.
Ein Sommer in der Toskana,tt10257070,2019,Wolke Hegenbarth,Female,Germany,reporter
The Four of Us,tt15360916,2021,Nilam Farooq,Female,Germany,journalist
The Audition,tt8620154,2019,Nina Hoss,Female,Germany,teacher
Turncoat,tt5917226,2020,Jannis Niewöhner,Male,Germany,soldier
Narcissus and Goldmund,tt9014656,2020,Jannis Niewöhner,Male,Germany,teacher
