title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Pan,tt3332064,2015,Hugh Jackman,Male,Australia,warrior
Strangerland,tt2325977,2015,Nicole Kidman,Female,Australia,pharmacist
The Rover,tt2345737,2014,Guy Pearce,Male,Australia,doctor
Wyrmwood: Road of the Dead,tt2535470,2014,Jay Gallagher,Male,Australia,mechanic
Son of a Gun,tt2452200,2014,Brenton Thwaites,Male,Australia,restaurant
Last Cab to Darwin,tt3680410,2015,Michael Caton,Male,Australia,driver
Truth,tt3859076,2015,Cate Blanchett,Female,Australia,producer
Mystery Road,tt2236054,2013,Aaron Pedersen,Male,Australia,detective
The Daughter,tt3922816,2015,Geoffrey Rush,Male,Australia,housekeeper
Felony,tt2402603,2013,Jai Courtney,Male,Australia,detective
Oddball,tt3401748,2015,Shane Jacobson,Male,Australia,farmer
The Killing Field,tt3655172,2014,Rebecca Gibney,Female,Australia,detective
Around the Block,tt1847541,2013,Hunter Page-Lochard,Male,Australia,acting
Carlotta,tt2973554,2014,Jessica Marais,Female,Australia,pioneer
Terminus,tt3399896,2015,Jai Koutrae,Male,Australia,chamberlain
The Broken Shore,tt2391073,2013,Don Hany,Male,Australia,detective
The Fear of Darkness,tt3484796,2015,Maeve Dermody,Female,Australia,dr.
Ruben Guthrie,tt4018492,2015,Patrick Brammall,Male,Australia,executive
Blinder,tt1874434,2013,Oliver Ackland,Male,Australia,player
The Reckoning,tt2452470,2014,Luke Hemsworth,Male,Australia,detective
One Eyed Girl,tt2307002,2013,Tilda Cobham-Hervey,Female,Australia,psychiatrist
Submerge,tt2447336,2013,Lily Hall,Female,Australia,tutor
Final Move,tt2182093,2013,Richard Carwin,Male,Australia,master
A Month of Sundays,tt4338434,2015,Anthony LaPaglia,Male,Australia,real estate agent
House of Cards,tt2422212,2013,Benjamin Alldridge,Male,Australia,security guard
Chocolate Strawberry Vanilla,tt2977672,2014,Glenn Maynard,Male,Australia,driver
Gödel Incomplete,tt2722636,2013,Elizabeth Debicki,Female,Australia,particle physicist
Ernie Biscuit,tt4790792,2015,John Flaus,Male,Australia,narrator
Like Breathing,tt3604428,2013,Airlie Dodds,Female,Australia,mechanic
Dark Sister,tt2231854,2014,Nicola Bartlett,Male,Australia,dr.
Hidden Universe,tt3041334,2013,Jonathan Whitmore,Male,Australia,astrophysicist
Little Boy Blue,tt5243312,2015,Julie-Anne Breen,Male,Australia,dr.
Shark Girl,tt3806870,2014,Joshua Brennan,Male,Australia,narrator
Lazy Boy,tt5021630,2015,Bobby Bright,Male,Australia,vendor
The Guests,tt4047124,2015,Cate Wolfe,Male,Australia,hostess
Neighbours 30th: The Stars Reunite,tt4523210,2015,Stefan Dennis,Male,Australia,presenter
Within,tt5108100,2014,Guy Pearce,Male,Australia,narrator
The Old Republic: Rescue Mission,tt5144982,2015,Sarah Attrill,Male,Australia,agent
Kite,tt2671300,2013,Natasha Bassett,Female,Australia,babysitter
The Sunset Six,tt1884461,2013,Greg Stone,Male,Australia,guitarist
"Jabbed: Love, Fear and Vaccines",tt3153478,2013,Rachael Blake,Female,Australia,narrator
The Jelly Wrestler,tt3093676,2013,Elise Taylor,Male,Australia,wrestler
The Double Sunrise Flights,tt3406624,2013,John McNeill,Male,Australia,narrator
Penny,tt3345320,2013,Jason Agius,Male,Australia,cleaner
Greg's First Day,tt2258204,2013,Keegan Joyce,Male,Australia,career
Palindromes,tt4353248,2015,Virginia Gay,Female,Australia,narrator
Eric,tt3606008,2014,Daniel Webber,Male,Australia,demonologist
Gods of Egypt,tt2404233,2016,Brenton Thwaites,Male,Australia,architect
Hotel Mumbai,tt5461944,2018,Amandeep Singh,Male,Australia,guard
The Nightingale,tt4068576,2018,Aisling Franciosi,Female,Australia,officer
Gringo,tt3721964,2018,Joel Edgerton,Male,Australia,employee
Winchester,tt1072748,2018,Helen Mirren,Female,Australia,heiress
Breath,tt1553659,2017,Samson Coulter,Male,Australia,paramedic
Alex & Eve,tt3818286,2016,Andrea Demetriades,Female,Australia,lawyer
Rip Tide,tt6262764,2017,Debby Ryan,Female,Australia,director
Message Man,tt2787302,2018,Paul O'Brien,Male,Australia,teller
Sweet Country,tt6958212,2017,Hamilton Morris,Male,Australia,worker
Ladies in Black,tt6684884,2018,Julia Ormond,Female,Australia,actress
OtherLife,tt4693358,2017,Jessica De Gouw,Female,Australia,researcher
Open Water 3: Cage Dive,tt4126568,2017,Joel Hogan,Male,Australia,miller
Goldstone,tt4911996,2016,Aaron Pedersen,Male,Australia,detective
In Like Flynn,tt5303442,2018,Thomas Cocquerel,Male,Australia,actor
Scare Campaign,tt4467626,2016,Meegan Warner,Female,Australia,actress
The Gateway,tt6179746,2018,Jacqueline McKenzie,Female,Australia,chandler
Harmony,tt5583554,2018,Jacqueline McKenzie,Female,Australia,miller
Going for Gold,tt7104578,2018,Kelli Berglund,Female,Australia,officer
The Merger,tt7891470,2018,Damian Callinan,Male,Australia,player
Skinford,tt5136686,2017,Joshua Brennan,Male,Australia,artist
The Butterfly Tree,tt3719948,2017,Melissa George,Female,Australia,queen
Emo the Musical,tt5460068,2016,Benson Jack Anthony,Male,Australia,guitarist
Maya the Bee: The Honey Games,tt6685596,2018,Coco Jack Gillies,Female,Australia,queen
The Second,tt5636922,2018,Rachael Blake,Female,Australia,writer
The Novelist,tt6108558,2017,Paul Dawber,Male,Australia,writer
