title,release_year,main_character_name,main_character_gender,country
Der Ausflug,2012,Maike Jüttendonk,Female,Germany
Rauch,2012,Inga Birkenfeld,Female,Germany
Glory: A Tale of Mistaken Identities,2012,Senta Berger,Female,Germany
Der Mann auf dem Baum,2011,Jan Josef Liefers,Male,Germany
Die Akte Golgatha,2010,Marco Girnth,Male,Germany
Was machen Frauen morgens um halb vier?,2012,Brigitte Hobmeier,Female,Germany
Grimmsberg,2011,Patrick Mölleken,Male,Germany
Geister: All Inclusive,2011,Kai Schumann,Male,Germany
Die fremde Familie,2011,Katja Riemann,Female,Germany
Johanna und der Buschpilot - Die Legende der Kraniche,2012,Julia Brendler,Female,Germany
Kissenschlacht,2011,Nadja Becker,Female,Germany
Trying to Breathe Calmly,2012,Sandro Lohmann,Male,Germany
Little Murders,2012,Paul Falk,Male,Germany
God's mighty servant,2011,Christine Neubauer,Female,Germany
Headshots,2010,Loretta Pflaum,Female,Germany
Wolff - Kampf im Revier,2012,Stephan Luca,Male,Germany
"Nein, Aus, Pfui! Ein Baby an der Leine",2012,Sebastian Ströbel,Male,Germany
Die letzten 30 Jahre,2010,Rosalie Thomass,Female,Germany
Restrisiko,2011,Ulrike Folkerts,Female,Germany
The Girl on the Ocean Floor,2011,Yvonne Catterfeld,Female,Germany
Aus Liebe zu Dir,2012,Christina Plate,Female,Germany
Ein Fall von Liebe - Saubermänner,2011,Susanne Bormann,Female,Germany
In Another Lifetime,2011,Ursula Strauss,Female,Germany
Willkommen im Krieg,2012,Constantin von Jascheroff,Male,Germany
Fliegende Fische müssen ins Meer,2011,Meret Becker,Female,Germany
Liebe ist nur ein Wort,2010,Vinzenz Kiefer,Male,Germany
Drei Patienten,2010,Stefan Wancura,Male,Germany
Das Millionen Rennen,2012,Axel Prahl,Male,Germany
Zappelphilipp,2012,Bibiana Beglau,Female,Germany
Überleben an der Wickelfront,2012,Uwe Ochsenknecht,Male,Germany
Willkommen in Kölleda,2012,Janina Hartwig,Female,Germany
2030 - Aufstand der Jungen,2010,Javeh Asefdjah,Male,Germany
Guck Woanders Hin,2012,Sinje Irslinger,Female,Germany
Schief gewickelt,2011,Ken Duken,Male,Germany
Passions from the Past,2012,Stephan Luca,Male,Germany
Eines Tages...,2010,Annekathrin Bürger,Female,Germany
The Law of Silence,2012,Ann-Kathrin Kramer,Female,Germany
Der letzte Patriarch,2010,Mario Adorf,Male,Germany
Kasimir und Karoline,2011,Golo Euler,Male,Germany
Das Glück ist ein Kaktus,2011,Christiane Hörbiger,Female,Germany
Der Gewaltfrieden,2010,Hans Hohlbein,Male,Germany
Plötzlich 70!,2012,Yvonne Catterfeld,Female,Germany
Schlaraffenhaus,2011,Annika Strauss,Female,Germany
Heiraten ist auch keine Lösung,2012,Saskia Vester,Female,Germany
Ausgerechnet Afrika,2010,Jasmin Gerat,Female,Germany
Manolo,2010,Branco Saciri,Male,Germany
A Triplet Rarely Comes Alone,2012,Thekla Carola Wied,Female,Germany
Herbstkind,2012,Katharina Wackernagel,Female,Germany
Kein Geist für alle Fälle,2010,Diana Amft,Female,Germany
Westflug - Entführung aus Liebe,2010,Sophie von Kessel,Female,Germany
Das Geheimnis der Villa Sabrini,2012,Simone Hanselmann,Female,Germany
Lenßen - Der Film,2011,Ingo Lenßen,Male,Germany
Uns trennt das Leben,2010,Julia Koschitz,Female,Germany
Interview #3,2011,Sebastian Urzendowsky,Male,Germany
Hannas Entscheidung,2012,Christine Neubauer,Female,Germany
Transit,2010,Clemens Schick,Male,Germany
Rindvieh à la carte,2011,Muriel Baumeister,Female,Germany
Die Bielefeld Verschwörung,2010,Moritz Sundermann,Male,Germany
Sau Nummer vier. Ein Niederbayernkrimi,2010,Johanna Bittenbinder,Female,Germany
Gustav Klimt - Der Geheimnisvolle,2012,Friedrich Despalmes,Male,Germany
Der Film deines Lebens,2011,Patrik Fichte,Male,Germany
Next Door,2010,Agnes Bethke,Male,Germany
Schatten der Erinnerung,2010,Julia Stemberger,Female,Germany
Puppe,2012,Anke Retzlaff,Female,Germany
Reise nach Jerusalem,2011,Eva Löbau,Female,Germany
Die Schuld der Erben,2012,Lisa Martinek,Female,Germany
Evolution,2011,Elisabeth Müller,Female,Germany
Racheengel - Ein eiskalter Plan,2010,Gesine Cukrowski,Female,Germany
Zu schön um wahr zu sein,2012,Sabine Postel,Female,Germany
Die Hummel,2010,Jürgen Tonkel,Male,Germany
Der kalte Himmel,2011,Christine Neubauer,Female,Germany
Tod in Istanbul,2010,Heino Ferch,Male,Germany
Fliegen lernen,2012,Gesine Cukrowski,Female,Germany
Busy,2010,Christoph Drobig,Male,Germany
Achtung Arzt!,2011,Annette Frier,Female,Germany
The Little Nazi,2010,Christine Schorn,Female,Germany
Heiratsschwindler küsst man nicht,2012,Katrin Sass,Female,Germany
Tim Sander Goes to Hollywood,2012,Tim Sander,Male,Germany
The Danish Girl,2015,Alicia Vikander,Female,Germany
Lucy,2014,Scarlett Johansson,Female,Germany
Victoria,2015,Laia Costa,Female,Germany
Free Fall,2013,Hanno Koffler,Male,Germany
Clouds of Sils Maria,2014,Juliette Binoche,Female,Germany
Wetlands,2013,Carla Juri,Female,Germany
Madame Bovary,2014,Mia Wasikowska,Female,Germany
Heidi,2015,Anuk Steffen,Female,Germany
Phoenix,2014,Nina Hoss,Female,Germany
The Girl King,2015,Malin Buska,Female,Germany
German Angst,2015,Lola Gave,Male,Germany
Love Steaks,2013,Lana Cooper,Female,Germany
13 Minutes,2015,Christian Friedel,Male,Germany
Bright Night,2014,Anna Grisebach,Female,Germany
The Bunker,2015,Pit Bukowski,Male,Germany
Amour Fou,2014,Christian Friedel,Male,Germany
Ruby Red,2013,Josefine Preuß,Female,Germany
The Summer House,2014,Sten Jacobs,Male,Germany
The Wonders,2014,Maria Alexandra Lungu,Male,Germany
Two Mothers,2013,Karina Plachetka,Female,Germany
Shadows in the Distance,2015,Ninon Bohm,Female,Germany
The Chambermaid Lynn,2014,Vicky Krieps,Female,Germany
Bibi & Tina,2014,Lina Larissa Strahl,Female,Germany
Carcinoma,2014,Ulli Lommel,Male,Germany
Paradise: Hope,2013,Melanie Lenz,Male,Germany
Dampfnudelblues,2013,Sebastian Bezzel,Male,Germany
Sapphire Blue,2014,Josefine Preuß,Female,Germany
Brothers of War,2015,Rory Finn,Male,Germany
Floating!,2015,Julia Becker,Female,Germany
Ostwind 2,2015,Hanna Binke,Female,Germany
A Blast,2014,Angeliki Papoulia,Female,Germany
The Seventh Dwarf,2014,Otto Waalkes,Male,Germany
Escape from Warsaw,2013,Andrzej Tkacz,Male,Germany
Casting of Death,2015,Alexander Altomirianos,Male,Germany
Striving for Freedom,2013,Emilia Schüle,Female,Germany
The Notebook,2013,László Gyémánt,Male,Germany
Unexpected,2014,Ina Weisse,Female,Germany
Windstorm,2013,Hanna Binke,Female,Germany
Gold,2013,Nina Hoss,Female,Germany
Don't Look at Me That Way,2015,Uisenma Borchu,Female,Germany
The Weather Inside,2015,Maria Furtwängler,Female,Germany
"Help, I Shrunk My Teacher",2015,Anja Kling,Female,Germany
Winterkartoffelknödel,2014,Sebastian Bezzel,Male,Germany
Summer in Greece,2015,Aglaia Szyszkowitz,Female,Germany
The People Vs. Fritz Bauer,2015,Burghart Klaußner,Male,Germany
Shed My Skin,2015,Merlin Rose,Male,Germany
Ein weites Herz - Schicksalsjahre einer deutschen Familie,2013,Nadja Uhl,Female,Germany
Sanctuary,2015,Louis Hofmann,Male,Germany
Silent Summer,2013,Dagmar Manzel,Female,Germany
Taxi,2015,Rosalie Thomass,Female,Germany
Ghosthunters: On Icy Trails,2015,Anke Engelke,Female,Germany
Tödliche Versuchung,2013,Julia Koschitz,Female,Germany
Illusion,2013,Carolina Hoffmann,Female,Germany
Naked Among Wolves,2015,Florian Stetter,Male,Germany
Necrophile Passion,2013,Günther Brandl,Male,Germany
The Nightmare,2015,Carolyn Genzkow,Female,Germany
Potato Salad,2015,Joyce Ilg,Female,Germany
Playing Doctor,2014,Merlin Rose,Male,Germany
Summer in Portugal,2013,Gesine Cukrowski,Female,Germany
The Present,2014,Quinn Nealy,Male,Germany
Bibi & Tina voll verhext!,2014,Lina Larissa Strahl,Female,Germany
The Kiss of a Killer,2013,Andreas Wisniewski,Male,Germany
Stromberg - Der Film,2014,Christoph Maria Herbst,Male,Germany
Marry Me - Aber bitte auf Indisch,2015,Maryam Zaree,Female,Germany
Stations of the Cross,2014,Lea van Acken,Female,Germany
About a Girl,2014,Jasna Fritzi Bauer,Female,Germany
Nena,2014,Abbey Hoes,Female,Germany
Ohne Gnade!,2013,Catrin Striebeck,Female,Germany
Schoßgebete,2014,Lavinia Wilson,Female,Germany
Me and Kaminski,2015,Daniel Brühl,Male,Germany
Der Samurai,2014,Michel Diercks,Male,Germany
Tour de Force,2014,Florian David Fitz,Male,Germany
Traumfrauen,2015,Hannah Herzsprung,Female,Germany
Dora or The Sexual Neuroses of Our Parents,2015,Victoria Schulz,Female,Germany
Willkommen auf dem Land,2013,Senta Berger,Female,Germany
Tetarti 04:45,2015,Stelios Mainas,Male,Germany
Als wir träumten,2015,Merlin Rose,Male,Germany
Patong Girl,2014,Aisawanya Areyawattana,Female,Germany
Beloved Sisters,2014,Hannah Herzsprung,Female,Germany
Arabian Nights: Volume 1 - The Restless One,2015,Crista Alfaiate,Female,Germany
4 Kings,2015,Paula Beer,Female,Germany
Die Salzprinzessin,2015,Leonie Brill,Female,Germany
La Petite Mort II,2014,Annika Strauss,Female,Germany
Von glücklichen Schafen,2015,Narges Rashidi,Female,Germany
8 Seconds,2015,Esra Inal,Male,Germany
We Are Young. We Are Strong.,2014,Jonas Nay,Male,Germany
Die Sache mit der Wahrheit,2014,Christiane Paul,Female,Germany
Lose My Self,2014,Maria Schrader,Female,Germany
Joy of Fatherhood,2014,Matthias Schweighöfer,Male,Germany
The Manny,2015,Matthias Schweighöfer,Male,Germany
Die Verwandlung,2015,Golo Euler,Male,Germany
Die Mutter des Mörders,2015,Natalia Wörner,Female,Germany
Highway to Hellas,2015,Christoph Maria Herbst,Male,Germany
The Police Officer's Wife,2013,Alexandra Finder,Female,Germany
Whispers Behind the Wall,2013,Vincent Redetzki,Male,Germany
Open Desert,2013,Jennifer Ulrich,Female,Germany
Trugschluss,2013,Torben Karstens,Male,Germany
Verratene Freunde,2013,Matthias Brandt,Male,Germany
Coming In,2014,Katja Riemann,Female,Germany
Doctor Proctor's Fart Powder,2014,Emily Glaister,Male,Germany
Bruder vor Luder,2015,Heiko Lochmann,Male,Germany
In der Falle,2015,Tina Engel,Female,Germany
The Strange Little Cat,2013,Jenny Schily,Female,Germany
Das Hotelzimmer,2014,Mina Tander,Female,Germany
Ivan the Terrible,2014,Erik Schäffler,Male,Germany
Homesick,2015,Esther Maria Pietsch,Female,Germany
Famous Five 2,2013,Valeria Eisenbart,Female,Germany
Ein Sommer in Ungarn,2014,Chiara Schoras,Female,Germany
Black Panther,2014,Lucy Wirth,Female,Germany
Die schwarzen Brüder,2013,Fynn Henkel,Male,Germany
The Girl with Nine Wigs,2013,Lisa Tomaschewsky,Female,Germany
Für eine Nacht... und immer?,2015,Juliane Köhler,Female,Germany
A Faithful Husband,2014,Matthias Brandt,Male,Germany
Gaming Instinct,2013,Michelle Barthel,Female,Germany
Arabian Nights: Volume 3 - The Enchanted One,2015,Crista Alfaiate,Female,Germany
Systemfehler - Wenn Inge tanzt,2013,Tim Oliver Schultz,Male,Germany
Daughters,2014,Corinna Kirchhoff,Female,Germany
West,2013,Jördis Triebel,Female,Germany
The Culpable,2015,Sandra Borgmann,Female,Germany
Ummah - Unter Freunden,2013,Tamer Arslan,Male,Germany
"My Daughter, Anne Frank",2015,Mala Emde,Female,Germany
Lost Place,2013,François Goeske,Male,Germany
Finsterworld,2013,Gisela Aderhold,Female,Germany
Zurich,2013,Liv Lisa Fries,Female,Germany
Fünf Freunde 4,2015,Valeria Eisenbart,Female,Germany
Atomic Falafel,2015,Michelle Treves,Male,Germany
"Pettson and Findus: A Little Nuisance, a Great Friendship",2014,Ulrich Noethen,Male,Germany
Of Girls and Horses,2014,Ceci Chuh,Female,Germany
Lichtgestalten,2015,Theresa Scholze,Female,Germany
Arabian Nights: Volume 2 - The Desolate One,2015,Crista Alfaiate,Female,Germany
Top Girl,2014,Julia Hummer,Female,Germany
The Pasta Detectives,2014,Anton Petzold,Male,Germany
Besondere Schwere der Schuld,2014,Götz George,Male,Germany
Till Eulenspiegel,2014,Jacob Matschenz,Male,Germany
Little Che,2013,Ben Blaskovic,Male,Germany
To Life!,2014,Max Riemelt,Male,Germany
Hubert und Staller - Die ins Gras beißen,2013,Christian Tramitz,Male,Germany
Sources of Life,2013,Jürgen Vogel,Male,Germany
Stereo,2014,Jürgen Vogel,Male,Germany
Mara and the Firebringer,2015,Lilian Prent,Female,Germany
Agnieszka,2014,Karolina Gorczyca,Female,Germany
More Than Friendship,2013,Michèle Fichtner,Female,Germany
Mom and Other Loonies in the Family,2015,Eszter Ónodi,Female,Germany
Sandra Bullock - Hollywoodstar aus Nürnberg,2014,Sandra Bullock,Female,Germany
Call Me Helen,2015,Heino Ferch,Male,Germany
Ein Mord mit Aussicht,2015,Caroline Peters,Female,Germany
The Chosen Ones,2014,Julia Jentsch,Female,Germany
Fünf Freunde 3,2014,Valeria Eisenbart,Female,Germany
Raw: The Curse of Grete Müller,2013,Ivana Konovic,Male,Germany
Men Show Movies & Women Their Breasts,2013,Anne Haug,Female,Germany
Lola auf der Erbse,2014,Tabea Hanstein,Female,Germany
Sputnik,2013,Flora Thiemann,Female,Germany
The Midwife,2014,Josefine Preuß,Female,Germany
Sommer in Rom,2013,Thomas Heinze,Male,Germany
I Feel Like Disco,2013,Frithjof Gawenda,Male,Germany
Doktor Proktors tidsbadekar,2015,Emily Glaister,Male,Germany
Die Präsenz,2014,Liv Lisa Fries,Female,Germany
Frau Müller muss weg!,2015,Gabriela Maria Schmeide,Female,Germany
The Whole Shebang,2014,Hannelore Elsner,Female,Germany
"Coconut, the Little Dragon",2014,Sarah Alles,Female,Germany
One Breath,2015,Jördis Triebel,Female,Germany
Roulette,2013,Lena Steisslinger,Male,Germany
Summer Solstice,2015,Jonas Nay,Male,Germany
Gefällt mir,2014,Gedeon Burkhard,Male,Germany
The Taste of Apple Seeds,2013,Hannah Herzsprung,Female,Germany
Wolfskinder,2013,Levin Liam,Male,Germany
Das Ende der Geduld,2014,Martina Gedeck,Female,Germany
Starfighter - Sie wollten den Himmel erobern,2015,Picco von Groote,Female,Germany
Super-Dad,2015,Stephan Luca,Male,Germany
Die abhandene Welt,2015,Katja Riemann,Female,Germany
Der weiße Äthiopier,2015,Jürgen Vogel,Male,Germany
5 Seasons,2015,Julia Streich,Male,Germany
Da geht noch was,2013,Florian David Fitz,Male,Germany
Alientampon,2015,Ramona Beckmann,Male,Germany
V8 - Du willst der Beste sein,2013,Georg Sulzer,Male,Germany
Gabriel,2014,Diego Caballero,Male,Germany
24 Milchkühe und kein Mann,2013,Jutta Speidel,Female,Germany
The Curse of Doctor Wolffenstein,2015,Mika Metz,Male,Germany
Robin Hood,2013,Ken Duken,Male,Germany
Woyzeck,2013,Julischka Eichel,Male,Germany
Großer Mann ganz klein!,2013,Felicitas Woll,Female,Germany
Rettet Raffi!,2015,Nicolaus von der Recke,Male,Germany
The Beautiful Spy,2013,Valerie Niehaus,Female,Germany
Rabbit Without Ears and Two-Eared Chick,2013,Emma Schweiger,Female,Germany
Einstein,2015,Tom Beck,Male,Germany
True Love Ways,2014,Anna Hausburg,Female,Germany
Banklady,2013,Ken Duken,Male,Germany
The Hong Kong Affair,2013,Veronica Ferres,Female,Germany
Ein Geschenk der Götter,2014,Katharina M. Schubert,Female,Germany
Grenzgang,2013,Claudia Michelsen,Female,Germany
Nichts für Feiglinge,2014,Hannelore Hoger,Female,Germany
Bruce Willis: Why the Legend Never Dies,2013,Bruce Willis,Male,Germany
Kaptn Oskar,2013,Amelie Kiefer,Female,Germany
Art Girls,2013,Inga Busch,Female,Germany
Fiddlesticks,2014,Vera Kluth,Female,Germany
Tempo Girl,2013,Florentine Krafft,Male,Germany
Eine Liebe für den Frieden - Bertha von Suttner und Alfred Nobel,2014,Birgit Minichmayr,Female,Germany
Bestie!,2013,Margarethe von Stern,Female,Germany
"Trenk, the Little Knight",2015,Georg Sulzer,Male,Germany
Hanna's Journey,2013,Karoline Schuch,Female,Germany
Wir machen durch bis morgen früh,2014,Heike Makatsch,Female,Germany
Schneewittchen muss sterben,2013,Tim Bergmann,Male,Germany
Becks letzter Sommer,2015,Friederike Becht,Female,Germany
Wir sind die Neuen,2014,Gisela Schneeberger,Female,Germany
Dienstbereit - Nazis und Faschisten im Auftrag der CIA,2013,Till C. Hagen,Male,Germany
A Pact,2013,Mark Waschke,Male,Germany
Frauen verstehen,2014,Senta Berger,Female,Germany
Krokodil,2013,Mario Adorf,Male,Germany
Neue Natur: Art Girls Intern,2015,Inga Busch,Female,Germany
Everyday Objects,2013,Anne Ratte-Polle,Female,Germany
V82 - Revenge of the Nitros!,2015,Georg Sulzer,Male,Germany
Under the Radar,2015,Christiane Paul,Female,Germany
Cro: Traum,2014,François Goeske,Male,Germany
Miss Sixty,2014,Iris Berben,Female,Germany
The Wagner-Clan,2013,Iris Berben,Female,Germany
Mord in Aschberg,2014,Hinnerk Schönemann,Male,Germany
The Lost Daughter,2013,Ann-Kathrin Kramer,Female,Germany
Heroes,2013,Christiane Paul,Female,Germany
The Little Mermaid,2013,Zoe Moore,Female,Germany
Warum Hans Wagner den Sternenhimmel hasst,2013,Hubertus Brandt,Male,Germany
Tape_13,2014,Nadine Petry,Female,Germany
Meine Schwestern,2013,Jördis Triebel,Female,Germany
Brandmal,2015,Peter Lohmeyer,Male,Germany
Herrmann,2013,Andreas Berg,Male,Germany
Die Flut ist pünktlich,2014,Ina Weisse,Female,Germany
Si-o-se Pol,2013,Ramin Yazdani,Male,Germany
Die Seelen im Feuer,2014,Mark Waschke,Male,Germany
Der letzte Mentsch,2013,Mario Adorf,Male,Germany
Porn Punk Poetry,2014,David Schütter,Male,Germany
Dear Courtney,2013,Klaas Heufer-Umlauf,Male,Germany
Global Player - Wo wir sind isch vorne,2013,Christoph Bach,Male,Germany
300 Worte Deutsch,2013,Pegah Ferydoni,Female,Germany
Adieu Paris,2013,Jessica Schwarz,Female,Germany
Green Frankenstein,2013,Sebastian Graf,Male,Germany
Elly Beinhorn - Alleinflug,2014,Vicky Krieps,Female,Germany
Meeres Stille,2013,Charlotte Munck,Female,Germany
Frau Ella,2013,Matthias Schweighöfer,Male,Germany
Love Me!,2014,Lilli Meinhardt,Male,Germany
Cordelias Kinder,2015,Elena Meißner,Male,Germany
Zum Teufel mit der Wahrheit,2015,Bettina Zimmermann,Female,Germany
Das Zeugenhaus,2014,Iris Berben,Female,Germany
Die Hochzeit meiner Schwester,2014,Chiara Schoras,Female,Germany
Broken Glass Park,2013,Jasna Fritzi Bauer,Female,Germany
Outside the Box,2015,Volker Bruch,Male,Germany
Das richtige Leben,2015,Vincent Redetzki,Male,Germany
Meister des Todes,2015,Hanno Koffler,Male,Germany
Frei,2014,Ken Duken,Male,Germany
Pierrot Lunaire,2014,Susanne Sachße,Female,Germany
Lügen und andere Wahrheiten,2014,Meret Becker,Female,Germany
Sweet September,2015,Caroline Peters,Female,Germany
Nocebo,2014,Vincent Redetzki,Male,Germany
Die Frau aus dem Moor,2014,Florian Stetter,Male,Germany
Caligari - Wie der Horror ins Kino kam,2014,Martin Engler,Male,Germany
Alki Alki,2015,Christina Große,Female,Germany
bestefreunde,2014,Katharina Wackernagel,Female,Germany
Ein Sommer in Amalfi,2013,Ann-Kathrin Kramer,Female,Germany
Maria,2015,Carmen Molinar,Female,Germany
The Pasta Detectives 2,2015,Anton Petzold,Male,Germany
Familienfieber,2014,Deborah Kaufmann,Female,Germany
Peterchen auf Rügen,2014,Philipp Redöhl,Male,Germany
Hangover in High Heels,2015,Jennifer Ulrich,Female,Germany
Besser als nix,2014,François Goeske,Male,Germany
Simon sagt 'Auf Wiedersehen' zu seiner Vorhaut,2015,Maximilian Ehrenreich,Male,Germany
The King's Surrender,2014,Ronald Zehrfeld,Male,Germany
Be My Baby,2014,Carina Kühne,Female,Germany
Heiraten ist nichts für Feiglinge,2015,Anna Maria Sturm,Female,Germany
Déjà Vu,2013,Ioana Flora,Female,Germany
Keeping It in the Royal Family,2013,Martin Rother,Male,Germany
The Invention of Love,2013,Maria Kwiatkowsky,Female,Germany
Das Dorf des Schweigens,2015,Petra Schmidt-Schaller,Female,Germany
Absent,2015,Kathrin Sommer,Male,Germany
Pitter Patter Goes My Heart,2015,Vicky Krieps,Female,Germany
What the Cliffs Last Saw,2014,Stefanie Stappenbeck,Female,Germany
Inbetween Worlds,2014,Ronald Zehrfeld,Male,Germany
Penetrating Bones,2014,Carsten Frank,Male,Germany
Absolutio - Erlösung im Blut,2013,Stefan Vancura,Male,Germany
Mephisto-Effekt,2013,Nora Huetz,Female,Germany
Die Ungehorsame,2015,Felicitas Woll,Female,Germany
Platinum,2014,Tom Böttcher,Male,Germany
Hanni & Nanni 3,2013,Jana Münster,Female,Germany
"Stroppy Cow, Stubborn Ram",2015,Wotan Wilke Möhring,Male,Germany
Unsichtbare Jahre,2015,Julia Koschitz,Female,Germany
Der Verlust,2015,Peter Jordan,Male,Germany
Die Krone von Arkus,2015,Lukas Jantzen,Male,Germany
Lamento,2014,Gunilla Röör,Female,Germany
The Lies of the Victors,2014,Florian David Fitz,Male,Germany
Weihnachten für Einsteiger,2014,Anna Fischer,Female,Germany
A Proletarian Winter's Tale,2014,Natja Bakhtadze,Male,Germany
Der zweite Mann,2013,Max Riemelt,Male,Germany
Familienfest,2015,Günther Maria Halmer,Male,Germany
Rough Road Ahead,2014,Victoria Schulz,Female,Germany
