title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Michel Vaillant,tt0307156,2003,Sagamore Stévenin,Male,France,racer
Intimate Strangers,tt0363532,2004,Sandrine Bonnaire,Female,France,psychiatrist
Hunting and Gathering,tt0792965,2007,Audrey Tautou,Female,France,artist
A Housekeeper,tt0291538,2002,Jean-Pierre Bacri,Male,France,housekeeper
Gespenster,tt0419773,2005,Julia Hummer,Female,France,cleaner
All Is Forgiven,tt0935086,2007,Paul Blain,Male,France,writer
Porn Theatre,tt0287364,2002,Vittoria Scognamiglio,Female,France,cashier
Wild Grass,tt1156143,2009,Sabine Azéma,Female,France,dentist
Hellphone,tt0775480,2007,Jean-Baptiste Maunier,Male,France,teacher
Lorna's Silence,tt1186369,2008,Arta Dobroshi,Female,France,worker
London River,tt1227787,2009,Brenda Blethyn,Female,France,farmer
Druids,tt0199481,2001,Christopher Lambert,Male,France,leader
My Best Friend,tt0778784,2006,Daniel Auteuil,Male,France,driver
Dante 01,tt0487928,2008,Lambert Wilson,Male,France,hacker
Partir,tt1315962,2009,Kristin Scott Thomas,Female,France,responsible
Cash,tt1002966,2008,Jean Dujardin,Male,France,heiress
Transylvania,tt0463381,2006,Asia Argento,Female,France,interpreter
Under the Bombs,tt1094275,2007,Nada Abou Farhat,Male,France,architect
Callas Forever,tt0274407,2002,Fanny Ardant,Female,France,singer
20 Centimeters,tt0421528,2005,Mónica Cervera,Male,France,prostitute
Shall We Kiss?,tt0920473,2007,Virginie Ledoyen,Female,France,bachelor
In Praise of Love,tt0181912,2001,Bruno Putzulu,Male,France,passenger
Looking for Cheyenne,tt0410410,2005,Mila Dekker,Female,France,journalist
They Came Back,tt0378661,2004,Géraldine Pailhas,Female,France,acting
Romy,tt1210101,2009,Jessica Schwarz,Female,France,actress
The Romance of Astrea and Celadon,tt0823240,2007,Andy Gillet,Male,France,shepherd
Time Out,tt0279065,2001,Aurélien Recoing,Male,France,career
Comedy of Power,tt0463486,2006,Isabelle Huppert,Female,France,prosecutor
Flight of the Red Balloon,tt0826711,2007,Juliette Binoche,Female,France,puppeteer
American Masters and Champions of the Martial Arts,tt0486474,2006,Yvan Attal,Male,France,fashion photographer
7 Years,tt0808462,2006,Valérie Donzelli,Female,France,guard
