title,release_year,main_character_name,main_character_gender,country
Burnt Money,2000,Leonardo Sbaraglia,Male,Argentina
Geminis,2005,Cristina Banegas,Female,Argentina
Son of the Bride,2001,Ricardo Darín,Male,Argentina
Plan B,2009,Manuel Vignau,Male,Argentina
Intimate Stories,2002,Javier Lombardo,Male,Argentina
Desire,2002,Leonor Watling,Female,Argentina
The Fish Child,2009,Inés Efron,Female,Argentina
The Aura,2005,Ricardo Darín,Male,Argentina
The Headless Woman,2008,María Onetto,Female,Argentina
Anger,2008,Analía Couceyro,Female,Argentina
Gods,2008,Maricielo Effio,Male,Argentina
Sofabed,2006,Cecilia Roth,Female,Argentina
Glue,2006,Nahuel Pérez Biscayart,Male,Argentina
Kept and Dreamless,2005,Vera Fogwill,Female,Argentina
I Know Who You Are,2000,Miguel Ángel Solá,Male,Argentina
On Probation,2005,Diego Peretti,Male,Argentina
The Aerial,2007,Valeria Bertuccelli,Female,Argentina
A Boyfriend for My Wife,2008,Adrián Suar,Male,Argentina
I'll Never Die Alone,2008,Gimena Blesa,Male,Argentina
Avellaneda's Moon,2004,Ricardo Darín,Male,Argentina
The Last Summer of La Boyita,2009,Guadalupe Alonso,Male,Argentina
Bombón: El Perro,2004,Juan Villegas,Male,Argentina
Kamchatka,2002,Ricardo Darín,Male,Argentina
Esperando la carroza 2: Se acabó la fiesta,2009,Betiana Blum,Female,Argentina
Boogie,2009,Pablo Echarri,Male,Argentina
"It's Not You, It's Me",2004,Diego Peretti,Male,Argentina
The Artist,2008,Sergio Pangaro,Male,Argentina
El bonaerense,2002,Jorge Román,Male,Argentina
Extraordinary Stories,2008,Mariano Llinás,Male,Argentina
Leonera,2008,Martina Gusman,Female,Argentina
Celo,2008,Julieta Benedetto,Male,Argentina
Valentin,2002,Rodrigo Noya,Male,Argentina
A Night with Sabrina Love,2000,Cecilia Roth,Female,Argentina
Privates Lives,2001,Cecilia Roth,Female,Argentina
En la ciudad sin límites,2002,Leonardo Sbaraglia,Male,Argentina
Blessed by Fire,2005,Gastón Pauls,Male,Argentina
The Mudboy,2007,Maribel Verdú,Female,Argentina
Noah's Ark,2007,Juan Carlos Mesa,Male,Argentina
Twisted Romance,2008,Nehuén Zapata,Male,Argentina
Red Bear,2002,Julio Chávez,Male,Argentina
La señal,2007,Ricardo Darín,Male,Argentina
Viva High School Musical,2008,Cristóbal Orellana,Male,Argentina
Suddenly,2002,Tatiana Saphir,Male,Argentina
El ratón Pérez,2006,Alejandro Awada,Male,Argentina
Today and Tomorrow,2003,Antonella Costa,Female,Argentina
Whisky Romeo Zulu,2004,Enrique Piñeyro,Male,Argentina
Captive,2003,Bárbara Lombardo,Female,Argentina
Anita,2009,Norma Aleandro,Female,Argentina
The Appeared,2007,Ruth Díaz,Female,Argentina
Blood and Rain,2009,Gloria Montoya,Male,Argentina
Sisters,2005,Valeria Bertuccelli,Female,Argentina
Empty Nest,2008,Oscar Martínez,Male,Argentina
La león,2007,Jorge Román,Male,Argentina
Side Walls,2005,Mariana Anghileri,Female,Argentina
The Whore and the Whale,2004,Leonardo Sbaraglia,Male,Argentina
Rolling Family,2004,Graciana Chironi,Female,Argentina
A Ton of Luck,2006,Diego Cadavid,Male,Argentina
36 Steps,2006,Noelia Balbo,Male,Argentina
Common Ground,2002,Federico Luppi,Male,Argentina
The L Sisters,2008,Silvina Acosta,Female,Argentina
Los Muertos,2004,Argentino Vargas,Male,Argentina
Live-In Maid,2004,Norma Aleandro,Female,Argentina
The Watch,2008,Nahuel Viale,Male,Argentina
Born and Bred,2006,Guillermo Pfening,Male,Argentina
Paco,2009,Tomás Fonzi,Male,Argentina
Stephanie,2005,Antonio Birabent,Male,Argentina
The Magic Gloves,2003,Vicentico,Male,Argentina
Vereda tropical,2004,Fabio Aste,Male,Argentina
A Year Without Love,2005,Juan Minujín,Male,Argentina
Aniceto,2008,Hernán Piquín,Male,Argentina
Nuts for Love,2000,Ariadna Gil,Female,Argentina
Who Says It's Easy?,2007,Diego Peretti,Male,Argentina
Fantasma,2006,Argentino Vargas,Male,Argentina
The Die Is Cast,2005,Marcelo Mazzarello,Male,Argentina
"Bañeros III, todopoderosos",2006,Pamela David,Female,Argentina
Claim,2002,Louise Lombard,Female,Argentina
The Impatient Alchemist,2002,Ingrid Rubio,Female,Argentina
Roots Time,2006,Llewelyn Samuda,Male,Argentina
Night Watch,2005,Gonzalo Heredia,Male,Argentina
Cleopatra,2003,Norma Aleandro,Female,Argentina
The Last Train,2002,Héctor Alterio,Male,Argentina
Every Stewardess Goes to Heaven,2002,Alfredo Casero,Male,Argentina
Encarnacion,2007,Silvia Pérez,Female,Argentina
The Dark Side of the Heart 2,2001,Darío Grandinetti,Male,Argentina
The Little Polish,2003,Abel Ayala,Male,Argentina
Clams and Mussels,2000,Leticia Brédice,Female,Argentina
El resultado del amor,2007,Norma Argentina,Female,Argentina
The Call,2009,Sandra Ceccarelli,Female,Argentina
Smokers Only,2001,Cecilia Bengolea,Male,Argentina
The Education of Fairies,2006,Ricardo Darín,Male,Argentina
Palermo Hollywood,2004,Brian Maya,Male,Argentina
The Sinister,2009,Paula Siero,Female,Argentina
A Wrecked Filmmaker,2007,Darío Grandinetti,Male,Argentina
Felicitas,2009,Sabrina Garciarena,Female,Argentina
Papá se volvió loco,2005,Guillermo Francella,Male,Argentina
Rooms for Tourists,2004,Jimena Krouco,Male,Argentina
La fuga,2001,Miguel Ángel Solá,Male,Argentina
A Matter of Principles,2009,Federico Luppi,Male,Argentina
Agua,2006,Rafael Ferro,Male,Argentina
The Mugger,2007,Arturo Goetz,Male,Argentina
Love (Part One),2005,Leonora Balcarce,Female,Argentina
El custodio,2006,Julio Chávez,Male,Argentina
The Hands,2006,Graciela Borges,Female,Argentina
¿Sabés nadar?,2002,Leticia Brédice,Female,Argentina
Cheese Head,2006,Sebastián Montagna,Male,Argentina
Blood Appears,2008,Arturo Goetz,Male,Argentina
Apariencias,2000,Andrea Del Boca,Female,Argentina
Chiquititas: Rincón de luz,2001,Romina Yan,Female,Argentina
El ratón Pérez 2,2008,Claudia Fontán,Female,Argentina
Kasbah,2000,Ernesto Alterio,Male,Argentina
Conversations with Mother,2004,China Zorrilla,Female,Argentina
Los pintin al rescate,2000,Arturo Maly,Male,Argentina
The Other,2007,Julio Chávez,Male,Argentina
The Bottle,2008,Darío Grandinetti,Male,Argentina
Patoruzito: The Great Adventure,2006,Norma Aleandro,Female,Argentina
Música en espera,2009,Natalia Oreiro,Female,Argentina
Cartas para Jenny,2007,Gimena Accardi,Female,Argentina
Like a Crashed Plane,2005,Ignacio Rogers,Male,Argentina
"Los superagentes, nueva generación",2008,Ricardo Bauleo,Male,Argentina
Vivir intentando,2003,Virginia Da Cunha,Female,Argentina
Scream the Night,2005,Abel Ayala,Male,Argentina
Día naranja,2009,Martín Borisenko,Male,Argentina
The Wind,2005,Federico Luppi,Male,Argentina
Upa! An Argentinian Movie,2007,Silvina Acosta,Female,Argentina
76-89-03,2000,Sol Alac,Male,Argentina
A Less Bad World,2004,Carlos Roffé,Male,Argentina
Freedom,2001,Misael Saavedra,Male,Argentina
Peligrosa obsesión,2004,Pablo Echarri,Male,Argentina
18-j,2004,Federico Barga,Male,Argentina
You Shouldn't Be Here,2002,Pablo Echarri,Male,Argentina
This Was Solitude,2002,Charo López,Female,Argentina
Foreigner,2007,Agustina Muñoz,Male,Argentina
"Valentina, la película",2008,Florencia Otero,Female,Argentina
Northeast,2005,Carole Bouquet,Female,Argentina
Daddy Is My Idol,2000,Guillermo Francella,Male,Argentina
The Salvation Poem,2009,Irina Alonso,Male,Argentina
City in Heat,2006,Betiana Blum,Female,Argentina
Lovely Loneliness,2008,Inés Efron,Female,Argentina
Campo de sangre,2001,José Luis Alfonzo,Male,Argentina
El día que me amen,2003,Adrián Suar,Male,Argentina
Seawards Journey,2003,Hugo Arana,Male,Argentina
"Micaela, una película mágica",2002,Micaela Casotto,Female,Argentina
La leyenda,2008,Carlos Belloso,Male,Argentina
Salamander,2008,Joaquín Aguila,Male,Argentina
Sangre del Pacífico,2008,Delfi Galbiatti,Male,Argentina
Hoy no estoy,2007,Inés Efron,Female,Argentina
Good Life Delivery,2004,Ignacio Toselli,Male,Argentina
Otra vuelta,2005,José Ignacio Marsiletti,Male,Argentina
The Good Life,2008,Aline Küppenheim,Female,Argentina
Una última voluntad,2008,Oscar Alegre,Male,Argentina
"La Tigra, Chaco",2009,Ezequiel Tronconi,Male,Argentina
Swimming Alone,2003,Nicolás Mateo,Male,Argentina
Lamb of God,2008,Mercedes Morán,Female,Argentina
El visitante,2000,Valentina Bassi,Female,Argentina
Que parezca un accidente,2008,Carmen Maura,Female,Argentina
Un día en el paraíso,2003,Guillermo Francella,Male,Argentina
The Camera Obscura,2008,Mirta Bogdasarian,Male,Argentina
The Mother,2009,Federico Fontán,Male,Argentina
Animalada,2001,Carlos Roffé,Male,Argentina
Tres pájaros,2001,Daniel Kuzniecka,Male,Argentina
Death Club,2008,Vera Carnevale,Female,Argentina
"Antigua, My Life",2001,Ana Belén,Female,Argentina
Tres minutos,2007,Nicolás Pauls,Male,Argentina
"Corazón, las alegrías de Pantriste",2000,Pelusa Suero,Male,Argentina
Three Wishes,2008,Antonio Birabent,Male,Argentina
Furtivo,2008,Pablo G. Pérez,Male,Argentina
Strange,2003,Julio Chávez,Male,Argentina
El favor,2004,Javier Lombardo,Male,Argentina
France,2009,Milagros Caetano,Male,Argentina
Arcibel's Game,2003,Darío Grandinetti,Male,Argentina
El asadito,2000,Tito Gómez,Male,Argentina
Passionate People,2002,Pablo Echarri,Male,Argentina
A Star and Two Coffees,2006,Gerardo Albarracín,Male,Argentina
Adoption,2009,Ignacio Monná,Male,Argentina
The Owner,2008,Jimena Anganuzzi,Male,Argentina
South of a Passion,2000,Analía Couceyro,Female,Argentina
I Won't Go Back Home,2000,Martín Churba,Male,Argentina
Winter Visitor,2008,Santiago Pedrero,Male,Argentina
The Invention of Flesh,2009,Umbra Colombo,Female,Argentina
"Martín Fierro, La Película",2007,Aldo Barbero,Male,Argentina
Recortadas,2009,Alberto Ajaka,Male,Argentina
A Stray Girlfriend,2007,Ana Katz,Female,Argentina
Incorregibles,2007,Guillermo Francella,Male,Argentina
Rancho aparte,2007,Leandro Castello,Male,Argentina
Cabeza de tigre,2001,Héctor Alterio,Male,Argentina
Operativo Soberanía,2006,Gastón Pauls,Male,Argentina
Teresa: Crucificada por amar,2009,Francisca Lewin,Female,Argentina
Sammy and Me,2002,Ricardo Darín,Male,Argentina
Black Box,2002,Dolores Fonzi,Female,Argentina
Lejos del sol,2005,María Alche,Female,Argentina
Possible Lives,2007,Germán Palacios,Male,Argentina
"Un peso, un dolar",2006,Coco Sily,Male,Argentina
All the Lonely People,2009,Lola Berthet,Female,Argentina
Rodney,2009,Cristina Banegas,Female,Argentina
Fantasma de Buenos Aires,2008,Iván Espeche,Male,Argentina
La profesora,2005,Mimí Ardú,Female,Argentina
Green Waters,2009,Alejandro Fiore,Male,Argentina
¿De quién es el portaligas?,2007,Julieta Cardinali,Female,Argentina
Mercano the Martian,2002,Graciela Borges,Female,Argentina
El descanso,2002,Juan Ignacio Machado,Male,Argentina
Hiroshima,2009,Juan Andrés Stoll,Male,Argentina
Night Runner,2009,Leonardo Sbaraglia,Male,Argentina
Play,2005,Viviana Herrera,Female,Argentina
Música nocturna,2007,Horacio Acosta,Male,Argentina
Un día de suerte,2002,Valentina Bassi,Female,Argentina
Nevar en Buenos Aires,2007,Fabio Aste,Male,Argentina
El asesinato de Aramburu,2009,Sol Alba,Male,Argentina
La cáscara,2007,Juan Alari,Male,Argentina
Where the Sun Sets,2002,Alfonso De Grazia,Male,Argentina
El cumple,2002,Bárbara Peters,Male,Argentina
Próxima Salida,2004,Darío Grandinetti,Male,Argentina
Quiéreme,2007,Darío Grandinetti,Male,Argentina
Inheritance,2001,Rita Cortese,Female,Argentina
Andres Doesn't Want to Take a Nap,2009,Norma Aleandro,Female,Argentina
Número 8,2007,Diego Alonso Gómez,Male,Argentina
"Taxi, an Encouter",2001,Diego Peretti,Male,Argentina
El fuego y el soñador,2005,Boy Olmi,Male,Argentina
Ay Juancito,2004,Adrián Navarro,Male,Argentina
Chiche bombón,2004,Andrea Galante,Female,Argentina
Mientras tanto,2006,Valeria Bertuccelli,Female,Argentina
Tides of Sand,2009,Daniel Kuzniecka,Male,Argentina
Tesoro mío,2000,Gabriel Goity,Male,Argentina
The Adventures of God,2000,Pasta Dioguardi,Male,Argentina
The Lost Steps,2001,Irene Visedo,Female,Argentina
Ana and the Others,2003,Camila Toker,Female,Argentina
First Snow,2006,Lucila Urquiola Serrano,Male,Argentina
They All Lie,2009,Romina Paula,Female,Argentina
Vida en Marte,2005,Mariana Anghileri,Female,Argentina
The Inheritance,2009,Marcelo Arbach,Male,Argentina
Orgasmo,2005,Malena Figó,Female,Argentina
El tigre escondido,2005,Alejandro Awada,Male,Argentina
Tocá para mí,2001,Hermes Gaido,Male,Argentina
Chile 672,2006,José Luis Alfonzo,Male,Argentina
Lili's Apron,2004,Luis Ziembrowski,Male,Argentina
Yo soy sola,2008,Ramiro Agüero,Male,Argentina
"Rodrigo, la película",2001,Ernesto Arias,Male,Argentina
Los esclavos felices (la secta),2004,Jorge Marrale,Male,Argentina
Mentiras piadosas,2008,Marilú Marini,Female,Argentina
Just for Today,2001,Damián Dreizik,Male,Argentina
Sangre,2003,Ivonne Fournery,Female,Argentina
Dibu 3,2002,Alejandro Awada,Male,Argentina
The Faith of the Volcano,2001,Mónica Donay,Male,Argentina
Tatooed,2005,Nahuel Pérez Biscayart,Male,Argentina
"Arregui, la noticia del día",2001,Enrique Pinti,Male,Argentina
Más que un hombre,2007,Juan Acosta,Male,Argentina
4 the Love of Money,2005,Jenae Altschwager,Female,Argentina
Nuclear Holocaust,2000,Víctor Laplace,Male,Argentina
"Isidoro, la película",2007,Gustavo Bonfigli,Male,Argentina
Mujeres elefante,2007,Jimena Anganuzzi,Male,Argentina
Filmatron,2007,Laura Azcurra,Female,Argentina
La punta del diablo,2006,Manuel Callau,Male,Argentina
Lobos marinos,2000,Julieta Díaz,Female,Argentina
Rain,2008,Ernesto Alterio,Male,Argentina
El nexo,2005,Julio Arrieta,Male,Argentina
The Road,2000,Ezequiel Rodríguez,Male,Argentina
Angel,2002,Pasta Dioguardi,Male,Argentina
El bosque,2008,Paula Brasca,Female,Argentina
Ruido,2005,Bruno Aldecosea,Male,Argentina
El sueño del perro,2008,Guillermo Angelelli,Male,Argentina
The Tango Singer,2009,Eugenia Ramírez,Female,Argentina
La mujer rota,2005,Dolores Fonzi,Female,Argentina
Mala sangre,2004,Carlos Roffé,Male,Argentina
Ciudad del sol,2003,Darío Grandinetti,Male,Argentina
Ivan's Seesaw,2003,Malena Alterio,Female,Argentina
Negocios,2001,Carmen Chironi,Male,Argentina
"Bar, El Chino",2003,Juan Pablo Ballinou,Male,Argentina
Cómo estar muerto/Como estar muerto,2008,Inés Efron,Female,Argentina
Perfect Future,2008,Guillermo Pfening,Male,Argentina
Vikingo,2009,Rubén Orlando Beltrán,Male,Argentina
Rosas rojas... rojas,2005,Ulises Dumont,Male,Argentina
Gorgonas,2004,Sebastián Ramseg,Male,Argentina
Cuatro mujeres descalzas,2005,Eva Bianco,Female,Argentina
El 48,2004,Diego Alonso Gómez,Male,Argentina
Days of May,2008,Agustina Guirado,Male,Argentina
Gangs from Rosario,2001,Federico Luppi,Male,Argentina
Luisa,2009,Leonor Manso,Female,Argentina
El séptimo arcángel,2003,Pablo Echarri,Male,Argentina
La mirada de Clara,2006,Pompeyo Audivert,Male,Argentina
Close to the Border,2000,Ulises Dumont,Male,Argentina
Reasons for Not Falling in Love,2008,Celeste Cid,Female,Argentina
"Teo, cazador intergaláctico",2004,Roberto Carnaghi,Male,Argentina
Terapias alternativas,2007,Floria Bloise,Female,Argentina
Sightseeing,2009,Alberto Rojas Apel,Male,Argentina
The Stolen Man,2007,Ana Cambre,Female,Argentina
Hoy me desperté,2006,Leonora Balcarce,Female,Argentina
Chúmbale,2002,Enrique Pinti,Male,Argentina
La prisionera,2005,Lola Arias,Female,Argentina
Stanley,2007,Norman Briski,Male,Argentina
La mujer de hielo,2008,Gastón Pauls,Male,Argentina
The Place That Was Paradise,2002,Federico Luppi,Male,Argentina
Barbie Can also Be Sad,2002,Juana Molina,Female,Argentina
Océano,2003,Zulema Caldas,Female,Argentina
Plástico cruel,2005,Enrique Liporace,Male,Argentina
Un amor de Borges,2000,Jean Pierre Noher,Male,Argentina
Manhunt,2002,Luis Luque,Male,Argentina
Solos,2005,Adrián Navarro,Male,Argentina
Love by Accident,2008,Mercedes Morán,Female,Argentina
Semen,2007,Irene Goldszer,Female,Argentina
Cargo de conciencia,2005,Cristina Alberó,Female,Argentina
Aurora,2001,Diana Falcón,Male,Argentina
Musical Chairs,2002,Raquel Bank,Male,Argentina
Rich Kids,2000,José María Monje,Male,Argentina
El pasaporte,2001,Ingrid Pelicori,Female,Argentina
"Mundial '78, la historia paralela",2003,Estela de Carlotto,Female,Argentina
Historias Breves V: Un juego absurdo,2009,Martín Piroyansky,Male,Argentina
Después del mar,2005,Victoria Carreras,Female,Argentina
"Loco, posee la fórmula de la felicidad",2001,Esteban Mellino,Male,Argentina
Elementary Training for Actors,2009,Fabián Arenillas,Male,Argentina
Giants of Valdes,2008,Federico D'Elía,Male,Argentina
Young Blood,2006,Oscar Alegre,Male,Argentina
Adiós querida luna,2004,Alejandra Flechner,Female,Argentina
Revelaciones,2009,Julia Calvo,Female,Argentina
Temporal,2002,Rodolfo Ranni,Male,Argentina
Pueblo chico,2004,Carla Crespo,Female,Argentina
"100% lucha, el amo de los clones",2009,Roberto Carnaghi,Male,Argentina
El topo,2004,Lautaro Delgado,Male,Argentina
José Ignacio,2009,Jose Aispurú,Male,Argentina
"Fontana, the Interior Frontier",2009,Jorge D'Elía,Male,Argentina
Victoria,2008,Victoria Donda Pérez,Male,Argentina
Tus ojos brillaban,2004,Mike Amigorena,Male,Argentina
Tobi y el libro mágico,2001,Andrés Loterspil,Male,Argentina
Noche en la terraza,2002,Soledad Alloni,Male,Argentina
Abrígate,2007,Alejandro Albaiceta,Male,Argentina
Journey Through the Body,2001,Ivonne Fournery,Female,Argentina
La mina,2004,Norman Briski,Male,Argentina
El hombre que corría tras el viento,2009,Jazmín Stuart,Female,Argentina
Kapanga todoterreno,2009,Mariano Arjones,Male,Argentina
Bluff,2008,Paulo Brunetti,Male,Argentina
The Day I Died,2006,Mara Barreto,Male,Argentina
Mercenarios,2005,Catherine Fulop,Female,Argentina
Station Moments,2001,Sandra Villani,Male,Argentina
El amarillo,2006,Gabriela Moyano,Male,Argentina
La guerra de los gimnasios,2005,Pompeyo Audivert,Male,Argentina
S.O.S. Ex,2008,Camila Toker,Female,Argentina
Arctic,2008,Pablo Seijo,Male,Argentina
Luca vive,2002,Darío Ritto,Male,Argentina
Danza con los sueños,2001,Franklin Caicedo,Male,Argentina
La señal,2007,Adriana Aizemberg,Female,Argentina
The Good Destiny,2005,Federico Luppi,Male,Argentina
Cruz de sal,2004,Juan Leyrado,Male,Argentina
Claroscuro,2000,Ricardo Darín,Male,Argentina
El loro,2005,Juan Carrasco,Male,Argentina
A través de tus ojos,2006,Pepe Soriano,Male,Argentina
El Parque de la Muerte Súbita,2005,María Alche,Female,Argentina
Los chicos desaparecen,2008,Norman Briski,Male,Argentina
Casa tomada,2005,Leandro Cóccaro,Male,Argentina
Porque te quiero,2001,Ricardo Darín,Male,Argentina
Palabra por palabra,2008,Erasmo Olivera,Male,Argentina
Llavallol,2008,Fernando Bonfante,Male,Argentina
Túneles en el río,2009,Carlos Bermejo,Male,Argentina
Un hijo genial,2003,Julián Weich,Male,Argentina
El salto de Christian,2007,Mariana Anghileri,Female,Argentina
Rice and Milk,2009,Isabel Sarli,Female,Argentina
2 ilusiones,2004,Matías Santoianni,Male,Argentina
Incómodos,2008,Ricardo Bauleo,Male,Argentina
Julio and Bill,2008,Sebastián Mogordoy,Male,Argentina
Callejeros,2001,Facundo Espinosa,Male,Argentina
10 Pesos,2003,Gabriel Carranza,Male,Argentina
Two Friends and a Burglar,2008,Mimí Ardú,Female,Argentina
Monobloc,2005,Graciela Borges,Female,Argentina
Silences,2009,Ana Celentano,Female,Argentina
30/30,2001,Martín Adjemián,Male,Argentina
La esperanza,2005,Ulises Dumont,Male,Argentina
Your Life for Perón,2004,Raquel Albéniz,Male,Argentina
Nocturne,2009,Vinícius Campos,Male,Argentina
Sin intervalo,2002,María Vaner,Female,Argentina
Un culebrón mejicano,2003,Luis Luque,Male,Argentina
El boquete,2006,Valentina Bassi,Female,Argentina
Impunidad,2008,José Luis Alfonzo,Male,Argentina
Dolores de casada,2004,Mirta Busnelli,Female,Argentina
"Paredón, paredón",2005,Mimí Ardú,Female,Argentina
The Hours Go By,2005,Susana Campos,Female,Argentina
Debut Y Despedida,2008,Carmen Gloria Bresky,Female,Argentina
"Martín Fierro, el ave solitaria",2006,Norma Argentina,Female,Argentina
"Cielo azul, cielo negro",2004,Boy Olmi,Male,Argentina
Acrobacias del corazón,2000,María Teresa Costantini,Female,Argentina
Mataperros,2002,Paola Matienzo,Male,Argentina
La sombra,2002,Julio Chávez,Male,Argentina
Pabellón 86,2007,Pascual Condito,Male,Argentina
La casa de Tourner,2001,Darío Grandinetti,Male,Argentina
Vuelos,2009,Oscar Alegre,Male,Argentina
La increíble historia de Asterión y Clotilda,2003,Susana Beltrán,Female,Argentina
Delivery,2002,María Socas,Female,Argentina
Operación Cannabis,2009,Leonardo Castillo,Male,Argentina
Puertas adentro,2007,María Alche,Female,Argentina
I Hear Your Scream,2008,Crescencia Ayala,Male,Argentina
Canadá,2007,Jacqueline Cordero,Male,Argentina
"Marc, la sucia rata",2003,Diego Mackenzie,Male,Argentina
Plan,2000,Arturo Goetz,Male,Argentina
La demolición,2005,Marcelo Alfaro,Male,Argentina
El fotógrafo,2005,Pascual Condito,Male,Argentina
Southeast,2002,Javier Locatelli,Male,Argentina
El mensajero,2008,Héctor Alterio,Male,Argentina
Violeta,2001,Javier Drolas,Male,Argentina
Sueños atómicos,2005,Georgina Barbarossa,Female,Argentina
Ilusión de movimiento,2003,Mónica Alfonso,Male,Argentina
Okupas: El fenómeno,2001,Diego Alonso Gómez,Male,Argentina
El vestido de terciopelo,2001,Betiana Blum,Female,Argentina
Tango no,2000,Julio Arrieta,Male,Argentina
El amor y el espanto,2001,Miguel Ángel Solá,Male,Argentina
The Southern Cross,2003,Letizia Lestido,Male,Argentina
And Soon the Darkness,2010,Amber Heard,Female,Argentina
Sidewalls,2011,Javier Drolas,Male,Argentina
Chinese Take-Out,2011,Ricardo Darín,Male,Argentina
2 + 2,2012,Adrián Suar,Male,Argentina
White Elephant,2012,Ricardo Darín,Male,Argentina
Carancho,2010,Ricardo Darín,Male,Argentina
Sexual Tension: Volatile,2012,Lucas Lagré,Male,Argentina
Absent,2011,Carlos Echevarría,Male,Argentina
The Invisible Eye,2010,Julieta Zylberberg,Female,Argentina
Brother and Sister,2010,Antonio Gasalla,Male,Argentina
Pecados,2011,Pepe Soriano,Male,Argentina
Penumbra,2011,María Nela Sinisterra,Male,Argentina
Clandestine Childhood,2011,Ernesto Alterio,Male,Argentina
In the Open,2011,Leonardo Sbaraglia,Male,Argentina
A Mouse Tale,2012,Hernán Bravo,Male,Argentina
An Open Heart,2012,Juliette Binoche,Female,Argentina
The Last Elvis,2012,John McInerny,Male,Argentina
Anochecer,2012,Leandro Gauto,Male,Argentina
The Student,2011,Esteban Lamothe,Male,Argentina
Igualita a mi,2010,Adrián Suar,Male,Argentina
Porno de autor,2010,Laura Agorreca,Male,Argentina
Maktub,2011,Diego Peretti,Male,Argentina
El Jefe,2010,Marcela Benjumea,Male,Argentina
Viola,2012,María Villar,Female,Argentina
Overflow,2010,Fernán Mirás,Male,Argentina
Igual si llueve,2012,Juan Marcos Bracco Arancet,Male,Argentina
The Crack,2012,Maruia Shelton,Male,Argentina
First Mission,2010,Anniek Pheifer,Female,Argentina
Back to Stay,2011,María Canale,Female,Argentina
2/11: Day of the Dead,2012,Juan Gil Navarro,Male,Argentina
Un amor,2011,Diego Peretti,Male,Argentina
Gone Fishing,2012,Alejandro Awada,Male,Argentina
The Sex of the Mothers,2012,Victoria Carreras,Female,Argentina
Hold Up!,2012,Guillermo Francella,Male,Argentina
Gaturro,2010,Mariano Chiesa,Male,Argentina
Cowboy,2011,Juan Minujín,Male,Argentina
Six Shooters,2010,Pablo Cedrón,Male,Argentina
The Bad Intentions,2011,Fatima Buntinx,Male,Argentina
Belgrano,2010,Sebastián Mogordoy,Male,Argentina
The Wild Ones,2012,Leonel Arancibia,Male,Argentina
Together Forever,2011,Malena Solda,Female,Argentina
Ostende,2011,Julio Citarella,Male,Argentina
Zenitram,2010,Juan Minujín,Male,Argentina
Puzzle,2010,María Onetto,Female,Argentina
Vinyl Days,2012,Gastón Pauls,Male,Argentina
La Guerra del Cerdo,2012,Víctor Laplace,Male,Argentina
My First Wedding,2011,Natalia Oreiro,Female,Argentina
"Iron Gate, the Exile of Peron",2012,Víctor Laplace,Male,Argentina
The Day I Was Not Born,2010,Jessica Schwarz,Female,Argentina
No Return,2010,Leonardo Sbaraglia,Male,Argentina
No te enamores de mí,2012,Mercedes Oviedo,Female,Argentina
La suerte en tus manos,2012,Luis Brandoni,Male,Argentina
"Verdades verdaderas, la vida de Estela",2011,Susú Pecoraro,Female,Argentina
Diablo,2011,Juan Palomino,Male,Argentina
Memory of the Dead,2011,Horacio Acosta,Male,Argentina
Pájaros volando,2010,Diego Capusotto,Male,Argentina
Graba,2011,Belén Blanco,Female,Argentina
Los días,2012,Micaela Mendes,Male,Argentina
Love in Transit,2010,Sabrina Garciarena,Female,Argentina
Five,2010,Martina Juncadella,Female,Argentina
Masterplan,2012,Alan Sabbagh,Male,Argentina
The Cat Vanishes,2011,Luis Luque,Male,Argentina
Hostage of an Illusion,2012,Daniel Fanego,Male,Argentina
Tunnel of Bones,2011,Raúl Taibo,Male,Argentina
The Finger,2011,Fabián Vena,Male,Argentina
The Old Woman at the Back,2010,Adriana Aizemberg,Female,Argentina
3,2012,Humberto De Vargas,Male,Argentina
Widows,2011,Graciela Borges,Female,Argentina
Cursed Bastards,2011,Victoria Almeida,Female,Argentina
La mala verdad,2011,Alberto de Mendoza,Male,Argentina
Extraños en la noche,2012,Diego Torres,Male,Argentina
Hitler's Escape,2011,Carlos De Nápoli,Male,Argentina
Another Silence,2011,Marie-Josée Croze,Female,Argentina
Juan y Eva,2011,Osmar Núñez,Male,Argentina
Amor a mares,2012,Luciano Castro,Male,Argentina
El agua del fin del mundo,2011,Guadalupe Docampo,Female,Argentina
Eva and Lola,2010,Celeste Cid,Female,Argentina
Ulysses,2011,Jorge Román,Male,Argentina
April in New York,2012,Carla Quevedo,Female,Argentina
Desmadre,2011,Florencia Otero,Female,Argentina
Plaga Zombie: Zona Mutante: Revolución Tóxica,2011,Hernán Sáez,Male,Argentina
Cerro Bayo,2010,Adriana Barraza,Female,Argentina
Noelia,2012,Claudia Cantero,Female,Argentina
La corporación,2012,Mariana Anghileri,Female,Argentina
Damn Summer,2011,Julieta Ortega,Female,Argentina
Kluge,2010,Laura Harring,Female,Argentina
Mud,2012,Nadia Batista,Male,Argentina
Before,2010,Nahuel Viale,Male,Argentina
Sin título (Carta para Serra),2011,Laureno Alonso,Male,Argentina
The Vampire Spider,2012,Martín Piroyansky,Male,Argentina
Las mujeres llegan tarde,2012,Mike Amigorena,Male,Argentina
Lions,2012,Julia Volpato,Male,Argentina
El camino del vino,2010,Pandora Anwyl,Male,Argentina
Ningún amor es perfecto,2010,Patricia Sosa,Female,Argentina
