title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Rush,tt2256514,2012,Emraan Hashmi,Male,India,reporter
Aashayein,tt1227524,2010,John Abraham,Male,India,gambler
Soundtrack,tt1941657,2011,Rajeev Khandelwal,Male,India,musician
Mirch,tt1388903,2010,Arunoday Singh,Male,India,filmmaker
Fired,tt1577050,2010,Rahul Bose,Male,India,leader
Gangoobai,tt2624852,2012,Sarita Joshi,Female,India,designer
Help,tt1663647,2010,Bobby Deol,Male,India,director
I.D.,tt2402631,2012,Geetanjali Thapa,Female,India,painter
Mod,tt2043923,2011,Ayesha Takia,Female,India,shopkeeper
Edegarike,tt2997780,2012,Aditya,Male,India,hitman
Sons of Ram,tt2317103,2012,Sunidhi Chauhan,Female,India,warrior
The Way Home,tt1674757,2011,Prithviraj Sukumaran,Male,India,doctor
Phhir,tt2023645,2011,Rajneesh Duggal,Male,India,dr.
The Film Emotional Atyachar,tt1649760,2010,Ranvir Shorey,Male,India,gambler
Shabri,tt2032530,2011,Isha Koppikar,Female,India,inspector
Oass,tt2137171,2012,Priyanka Bose,Female,India,madam
Bumboo,tt2265191,2012,Kavin Dave,Male,India,photographer
Khokababu,tt2838554,2012,Ferdous Ahmed,Male,India,accountant
Jo Hum Chahein,tt2112978,2011,Sunny Gill,Male,India,career
Nakshatra,tt1935184,2010,Malaika Arora,Female,India,singer
Ballad of Rustom,tt2278859,2012,Ashwath Bhatt,Male,India,officer
Pratisaad: The Response,tt1662540,2010,Sandeep Kulkarni,Male,India,dr.
Damadamm!,tt1503640,2011,Himesh Reshammiya,Male,India,writer
The Masterpiece,tt2006881,2011,Preeti Jhangiani,Female,India,actress
Mind Blowing,tt4914492,2011,Bipasha Basu,Female,India,dancer
Hello Zindagi,tt1625331,2010,Kitu Gidwani,Female,India,dr.
Payback,tt1740017,2010,Gulshan Grover,Male,India,inspector
For Hire,tt2321305,2012,Rajshri Deshpande,Female,India,worker
Manthan,tt3405598,2012,Sayani Gupta,Female,India,prostitute
Baat Wahi Hai,tt2124744,2011,Aishwarya Dixit,Male,India,investigator
The Hundred-Foot Journey,tt2980648,2014,Helen Mirren,Female,India,madam
Queen,tt3322420,2013,Kangana Ranaut,Female,India,sprinter
Masaan,tt4635372,2015,Richa Chadha,Female,India,trainer
