title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Raise Your Head,tt1523406,2009,Sergio Castellitto,Male,Italy,shipyard worker
Tre mogli,tt0283072,2001,Francesca d'Aloja,Female,Italy,teacher
Nati stanchi,tt0312998,2002,Salvatore Ficarra,Male,Italy,librarian
Mal'aria,tt1156096,2009,Ettore Bassi,Male,Italy,inspector
Natale a New York,tt0874306,2006,Christian De Sica,Male,Italy,pianist
2061: Un anno eccezionale,tt1056471,2007,Diego Abatantuono,Male,Italy,professor
Cosmonaut,tt1332054,2009,Miriana Raschill,Female,Italy,cosmonaut
Torno a vivere da solo,tt1233578,2008,Jerry Cal,Male,Italy,bachelor
Lupo mannaro,tt0285314,2000,Maya Sansa,Female,Italy,assistant
Favorite Son,tt0446493,2001,Ornella Muti,Female,Italy,doctor
Ravanello pallido,tt0214048,2001,Luciana Littizzetto,Female,Italy,secretary
Our Land,tt0772203,2006,Fabrizio Bentivoglio,Male,Italy,teacher
A Dinner for Them to Meet,tt0791106,2007,Diego Abatantuono,Male,Italy,actor
Fratella e sorello,tt0417687,2004,Claudio Amendola,Male,Italy,model
Azzurro,tt0256627,2000,Paolo Villaggio,Male,Italy,worker
Two Friends,tt0333373,2002,Francesco Sframeli,Male,Italy,fishmonger
The Power of the Past,tt0329095,2002,Sergio Rubini,Male,Italy,author
Placido Rizzotto,tt0258883,2000,Marcello Mazzarella,Male,Italy,leader
Never Again as Before,tt0480939,2005,Natalia Piatti,Male,Italy,musician
La buona battaglia - Don Pietro Pappagallo,tt0801825,2006,Flavio Insinna,Male,Italy,professor
Nina Crazy Suicide Girl: Le Prigioniere di Satana,tt2201141,2008,Irene Giordano,Male,Italy,bounty hunter
"Sorry, You Can't Get Through!",tt0434230,2005,Pierfrancesco Favino,Male,Italy,worker
Il pianto della statua,tt1258206,2007,Anna Bonaiuto,Female,Italy,narrator
Love Is All You Need,tt1854236,2012,Trine Dyrholm,Female,Italy,hairdresser
Twice Born,tt1396226,2012,Penélope Cruz,Female,Italy,volunteer
Tulpa: Demon of Desire,tt2250282,2012,Claudia Gerini,Female,Italy,career
Drifters,tt1699128,2011,Andrea Bosca,Male,Italy,graphologist
Reality,tt1846487,2012,Aniello Arena,Male,Italy,fishmonger
Rust,tt1833781,2011,Filippo Timi,Male,Italy,dr.
The Ages of Love,tt1712187,2011,Robert De Niro,Male,Italy,professor
A Magnificent Haunting,tt2281345,2012,Elio Germano,Male,Italy,actor
A Quiet Life,tt1521090,2010,Toni Servillo,Male,Italy,restaurant
Pinocchio,tt1693039,2012,Gabriele Caprio,Male,Italy,carpenter
What a Beautiful Day,tt1808015,2011,Checco Zalone,Male,Italy,officer
The Immature,tt1630637,2011,Raoul Bova,Male,Italy,grade
La nostra vita,tt1509636,2010,Elio Germano,Male,Italy,construction worker
Easy!,tt1821597,2011,Fabrizio Bentivoglio,Male,Italy,novelist
Islands,tt2043888,2011,Asia Argento,Female,Italy,tutor
Qualunquemente,tt1680110,2011,Antonio Albanese,Male,Italy,entrepreneur
The Last Fashion Show,tt1868070,2011,Francesco Montanari,Male,Italy,inspector
Ti presento un amico,tt1577104,2010,Raoul Bova,Male,Italy,manager
Gorbaciof,tt1444262,2010,Toni Servillo,Male,Italy,accountant
The Worst Week of My Life,tt2076251,2011,Fabio De Luigi,Male,Italy,agent
Alien Exorcism,tt1830459,2011,Massimo Poggio,Male,Italy,dr.
It May Be Love But It Doesn't Show,tt2109087,2011,Salvatore Ficarra,Male,Italy,tour guide
HZ: Oltre la follia,tt2251600,2011,Tony Sperandeo,Male,Italy,doctor
Tutto tutto niente niente,tt2456720,2012,Antonio Albanese,Male,Italy,entrepreneur
The Ideal City,tt2290918,2012,Luigi Lo Cascio,Male,Italy,architect
Some Say No,tt1535429,2011,Luca Argentero,Male,Italy,newspaper
Dove la trovi una come me?,tt2012231,2011,Gabriella Pession,Female,Italy,journalist
Love & Slaps,tt1523493,2010,Sergio Castellitto,Male,Italy,architect
The First Assignment,tt1724553,2010,Isabella Ragonese,Female,Italy,teacher
Una cella in due,tt1846809,2011,Enzo Salvi,Male,Italy,lawyer
VigasioSexploitation Vol.1,tt1869809,2010,Andrea Bruschi,Male,Italy,agent
Make a Fake,tt1669687,2011,Vincenzo Salemme,Male,Italy,translator
God's Got His Head in the Clouds,tt2241189,2012,Franco Pistoni,Male,Italy,prayer
Lo scandalo della Banca Romana,tt1379579,2010,Giuseppe Fiorello,Male,Italy,newspaper
Cose naturali,tt1792552,2010,Angela Baraldi,Female,Italy,prostitute
Cruel Tango,tt9204358,2012,Francesco Castiglione,Male,Italy,journalist
Il regista del mondo,tt2025581,2011,Nicola Acunzo,Male,Italy,dealer
Il delitto di Via Poma,tt2364116,2011,Silvio Orlando,Male,Italy,inspector
Il sogno del maratoneta,tt2108080,2012,Luigi Lo Cascio,Male,Italy,marathon runner
Amore liquido,tt1619599,2010,Stefano Fregni,Male,Italy,sweeper
Balla con noi - Let's Dance,tt2016152,2011,Alice Bellagamba,Female,Italy,dancer
Purosangue,tt15785860,2012,Sebastiano Colla,Male,Italy,manager
Preti,tt2645502,2012,Guglielmo Favilla,Male,Italy,apprentice
Cut to Fit,tt2072030,2012,Giovanni Calcagno,Male,Italy,keeper
Reality News,tt2040480,2011,Giovanni Anzaldo,Male,Italy,bus driver
Caff capo,tt5341104,2010,Gianni Cavina,Male,Italy,professor
Un poeta per amico,tt3724740,2012,Renzo Arbore,Male,Italy,singer
Il viaggio della signorina Vila,tt2567578,2012,Toni Servillo,Male,Italy,narrator
The Great Beauty,tt2358891,2013,Toni Servillo,Male,Italy,critic
A Bigger Splash,tt2056771,2015,Tilda Swinton,Female,Italy,filmmaker
